"gene","statistic","estimate","p_value","method"
"ZNF239","667826.17890702","0.169824749009224","0.0272863974362364","Spearman's rank correlation rho"
"ZNF33A","662735.139449054","0.190606872882977","0.0127835408354003","Spearman's rank correlation rho"
"ZRANB1","636730.830360139","0.20847940137221","0.00652676660468338","Spearman's rank correlation rho"
"ACAD8","663173.105574797","0.160799568772686","0.0373233663676743","Spearman's rank correlation rho"
"ACAT1","669564.143666347","0.167664283642849","0.0293385690922316","Spearman's rank correlation rho"
"ACCS","591753.748090876","0.223781902013004","0.00375203237158292","Spearman's rank correlation rho"
"ALKBH3","631432.80617427","0.215065379426346","0.0049844723662747","Spearman's rank correlation rho"
"AMPD3","639133.615833377","0.176603399268532","0.0224272818415638","Spearman's rank correlation rho"
"ANKRD13D","660302.999524598","0.193577225927299","0.0114294407213173","Spearman's rank correlation rho"
"ARAP1","656681.535030915","0.153996394005129","0.0469231166414183","Spearman's rank correlation rho"
"ARCN1","611240.275214506","0.240166730626888","0.0016599643336324","Spearman's rank correlation rho"
"ARFGAP2","592221.188700537","0.27672499715984","0.000259162223728569","Spearman's rank correlation rho"
"ARHGEF17","583051.191574441","0.177133385023391","0.024136874938283","Spearman's rank correlation rho"
"ARRB1","663858.401470367","0.159932373456341","0.0383744463461456","Spearman's rank correlation rho"
"ATG2A","562721.836961538","0.275044785263975","0.000321538598148873","Spearman's rank correlation rho"
"BAD","603483.975825542","0.262969845292173","0.000531035266518226","Spearman's rank correlation rho"
"BARX2","632816.057392887","0.199214347223279","0.00963006704667855","Spearman's rank correlation rho"
"BIRC3","658111.504802976","0.196253680909404","0.0103190896090743","Spearman's rank correlation rho"
"C11orf21","684228.602957588","0.164357077744289","0.0322152046792452","Spearman's rank correlation rho"
"C2CD2L","628886.780324956","0.218230346172548","0.00436674472055401","Spearman's rank correlation rho"
"CARD16","596947.582633394","0.187970042532077","0.0159392222542811","Spearman's rank correlation rho"
"CBL","677546.425413958","0.157741502891505","0.0405343627465751","Spearman's rank correlation rho"
"CCDC81","647444.633003725","0.195161064835506","0.0109979785875302","Spearman's rank correlation rho"
"CCDC85B","671903.363871429","0.164756397156495","0.0323073268978619","Spearman's rank correlation rho"
"CCDC86","628621.982644176","0.175420922478143","0.023782740968322","Spearman's rank correlation rho"
"CCDC88B","691887.217445241","0.155003673102581","0.0435595147471398","Spearman's rank correlation rho"
"CD82","577008.873082089","0.269834540873339","0.000404415295850598","Spearman's rank correlation rho"
"CDC42BPG","596547.663418232","0.203179462749135","0.00886009520772446","Spearman's rank correlation rho"
"CHKA","642486.939535198","0.215335837549602","0.00480112928194429","Spearman's rank correlation rho"
"CLPB","640008.051713369","0.175476862479813","0.023313486154211","Spearman's rank correlation rho"
"CPT1A","647914.677340648","0.180108071253121","0.0194820781191329","Spearman's rank correlation rho"
"CRTAM","675879.065030519","0.174554301658491","0.0228086177828683","Spearman's rank correlation rho"
"CRY2","623403.263487616","0.182266446094515","0.0187574494137966","Spearman's rank correlation rho"
"CTNND1","679408.957065757","0.170243272738006","0.0264491808687965","Spearman's rank correlation rho"
"CTSD","658456.531251002","0.195832302866981","0.010487330494705","Spearman's rank correlation rho"
"CTSW","653364.767155075","0.202050833647724","0.00823466906411507","Spearman's rank correlation rho"
"CTTN","625931.489917263","0.2079262988175","0.00684000086853796","Spearman's rank correlation rho"
"CYB5R2","636623.336685544","0.179837394893247","0.0200426341044656","Spearman's rank correlation rho"
"DCPS","668829.238283873","0.153642117771381","0.0467693022874094","Spearman's rank correlation rho"
"DGKZ","606975.821741863","0.203814729696974","0.00844272442852324","Spearman's rank correlation rho"
"DPAGT1","654749.696622221","0.186080134475883","0.015423337214657","Spearman's rank correlation rho"
"DPF2","680982.31181461","0.153470349790401","0.0463573455673933","Spearman's rank correlation rho"
"EEF1G","673922.965138096","0.176943270817721","0.0209835167775517","Spearman's rank correlation rho"
"EFEMP2","646477.632574522","0.210462036047017","0.00587338347515338","Spearman's rank correlation rho"
"EHD1","622898.728516697","0.197518823991392","0.0105097065238264","Spearman's rank correlation rho"
"EIF1AD","674904.504077954","0.161025677393026","0.03648631832102","Spearman's rank correlation rho"
"EML3","675833.161467338","0.159871262658075","0.0378684963546107","Spearman's rank correlation rho"
"ESAM","657434.873522824","0.153025867126129","0.0483452740535341","Spearman's rank correlation rho"
"FAM168A","667056.6484224","0.15588520960311","0.0436151936556301","Spearman's rank correlation rho"
"FAM180B","646834.484382461","0.210026215787078","0.00597897405686359","Spearman's rank correlation rho"
"FAM89B","628751.446763114","0.2321108850543","0.0023211267966584","Spearman's rank correlation rho"
"FAU","588052.759094771","0.281815866909983","0.000196816492779688","Spearman's rank correlation rho"
"FDX1","642398.034790831","0.172397844426254","0.0258908253409113","Spearman's rank correlation rho"
"FERMT3","622174.238329469","0.240143577128292","0.00160896572834962","Spearman's rank correlation rho"
"FIBP","670454.335050521","0.166557686029386","0.0304397108761505","Spearman's rank correlation rho"
"FKBP2","659514.762775518","0.19453989316685","0.0110185212609382","Spearman's rank correlation rho"
"FLI1","632103.849122587","0.170853671684993","0.0277452042418879","Spearman's rank correlation rho"
"FOLH1","601771.763939173","0.210641021651104","0.00644877684296059","Spearman's rank correlation rho"
"FRMD8","668913.986318811","0.183060696601986","0.0168742114975092","Spearman's rank correlation rho"
"FTH1","644693.966704372","0.169439992599519","0.0285928830400287","Spearman's rank correlation rho"
"FXYD2","662684.336215468","0.176216577724295","0.0219184752088553","Spearman's rank correlation rho"
"FXYD6","616982.518746562","0.190688696543524","0.0138584490028092","Spearman's rank correlation rho"
"GANAB","649580.952990708","0.177999512820461","0.0209781328576297","Spearman's rank correlation rho"
"GLYAT","581782.005718205","0.250489547087144","0.00109488747467279","Spearman's rank correlation rho"
"GLYATL2","583654.707622553","0.234405614677475","0.00236773988821731","Spearman's rank correlation rho"
"GPR137","661750.794180482","0.191809045889459","0.0122194244271142","Spearman's rank correlation rho"
"GPR152","686604.882895893","0.161454946054441","0.0354304887610237","Spearman's rank correlation rho"
"GRAMD1B","643584.84860794","0.170868870768008","0.027258930622074","Spearman's rank correlation rho"
"HBB","624145.633784223","0.210186178213029","0.00624559979389885","Spearman's rank correlation rho"
"HBD","671893.929002856","0.164768125649077","0.0322948587816386","Spearman's rank correlation rho"
"HEPACAM","646020.596692394","0.211020210315773","0.00574058333426486","Spearman's rank correlation rho"
"IGHMBP2","656977.256596182","0.197638929175833","0.00978266617115223","Spearman's rank correlation rho"
"ILK","677391.104770879","0.157934582105715","0.0402863537877418","Spearman's rank correlation rho"
"INTS5","669008.235707662","0.153415608713686","0.0470981212835684","Spearman's rank correlation rho"
"KAT5","608722.243537924","0.229703428892944","0.0027424366063214","Spearman's rank correlation rho"
"KCNK7","598742.04360772","0.268761129197159","0.000394416080540224","Spearman's rank correlation rho"
"KDM2A","655869.91560541","0.198991315874464","0.00928287945016045","Spearman's rank correlation rho"
"KRTAP5-10","627415.221353716","0.220059642293128","0.00404193198071754","Spearman's rank correlation rho"
"KRTAP5-7","683197.29441469","0.165616606622223","0.030898876114108","Spearman's rank correlation rho"
"KRTAP5-8","642063.359096281","0.215853152953046","0.00469831666483713","Spearman's rank correlation rho"
"KRTAP5-9","641976.310000895","0.215959465317268","0.00467743417015045","Spearman's rank correlation rho"
"LAYN","639078.576903282","0.19128955499405","0.0129964802424071","Spearman's rank correlation rho"
"LRFN4","687796.519982584","0.159999609207829","0.03714246460085","Spearman's rank correlation rho"
"LRP5","629172.879869865","0.217874695602077","0.00443255161575554","Spearman's rank correlation rho"
"LTBP3","647943.704597707","0.208671534006623","0.0063180934641914","Spearman's rank correlation rho"
"MAP3K11","581186.50472903","0.237643217754157","0.0020494469938397","Spearman's rank correlation rho"
"MAP4K2","588363.216853286","0.242010964920478","0.00162737276607684","Spearman's rank correlation rho"
"MEN1","636362.099403447","0.16526801896302","0.0333458331115248","Spearman's rank correlation rho"
"MPZL2","633935.259441118","0.225779936076211","0.00307225240517113","Spearman's rank correlation rho"
"MPZL3","582726.385204448","0.275612369841818","0.000286875757847481","Spearman's rank correlation rho"
"MRGPRD","625028.001839219","0.23665829857021","0.00188906135016947","Spearman's rank correlation rho"
"MRPL49","690339.195703343","0.156894259679236","0.0410296899425214","Spearman's rank correlation rho"
"MS4A2","675249.633129543","0.175323021806727","0.0222069688306064","Spearman's rank correlation rho"
"MTA2","678329.197150068","0.156768438727477","0.0418038613129159","Spearman's rank correlation rho"
"MUS81","613149.981323455","0.251164830059105","0.000954010295635962","Spearman's rank correlation rho"
"MYBPC3","688474.65735762","0.159171405453532","0.0381475118159333","Spearman's rank correlation rho"
"NAALADL1","679259.954884432","0.170425247910757","0.0262860086452335","Spearman's rank correlation rho"
"NAT10","631829.605517457","0.186013164483266","0.0160925829758411","Spearman's rank correlation rho"
"NEU3","628299.712321429","0.190560730104212","0.0136350001556422","Spearman's rank correlation rho"
"NFRKB","665486.258961512","0.187246952618129","0.0144830090266901","Spearman's rank correlation rho"
"NLRP14","623041.472137898","0.19733492721369","0.0105833930774776","Spearman's rank correlation rho"
"NRGN","616222.711524113","0.247412129232097","0.00114281377267452","Spearman's rank correlation rho"
"NRXN2","613805.593796692","0.209233520313042","0.00665387690463544","Spearman's rank correlation rho"
"OAF","643623.260506539","0.213948057832403","0.00508697847929575","Spearman's rank correlation rho"
"OR10AG1","671307.922034672","0.180137002052172","0.0187415132143703","Spearman's rank correlation rho"
"OR10G8","691308.222581474","0.155710794900527","0.0425984252942717","Spearman's rank correlation rho"
"OR2AG2","674732.788502508","0.175954240017454","0.0217232132131992","Spearman's rank correlation rho"
"OR4A47","671828.487153534","0.164849476463709","0.032208490211871","Spearman's rank correlation rho"
"OR4C6","632648.960803382","0.213553576645391","0.00530629488853846","Spearman's rank correlation rho"
"OR51B4","682630.890959766","0.16630835063322","0.0301956049328362","Spearman's rank correlation rho"
"OR51B5","428163.48226147","0.174489348112037","0.0351672214071038","Spearman's rank correlation rho"
"OR51B6","674632.453453478","0.161363863739399","0.0360895682990744","Spearman's rank correlation rho"
"OR51M1","694566.73875099","0.151731195155146","0.0482468138091729","Spearman's rank correlation rho"
"OR52B2","632639.615145831","0.199437622878717","0.0095475760672205","Spearman's rank correlation rho"
"OR52N4","671271.495451758","0.180181489546646","0.0187118098206833","Spearman's rank correlation rho"
"OR56B1","685178.921656553","0.163196461115219","0.0334700221622806","Spearman's rank correlation rho"
"OR6A2","678609.071956882","0.171220166026244","0.0255832971074575","Spearman's rank correlation rho"
"OR8B12","690095.149671061","0.157192311147269","0.04064234698525","Spearman's rank correlation rho"
"OSBPL5","639848.634087905","0.160694644767983","0.0386191947163546","Spearman's rank correlation rho"
"OTUB1","668164.223425112","0.15448364881592","0.0455643885179617","Spearman's rank correlation rho"
"PAAF1","650538.199002355","0.176788183140454","0.0218816704781179","Spearman's rank correlation rho"
"PACS1","655162.350456186","0.170936634183637","0.0267338906180332","Spearman's rank correlation rho"
"PANX1","597366.059265532","0.202086315195774","0.00924052536258289","Spearman's rank correlation rho"
"PCF11","593521.278526352","0.248939215576009","0.00113827911116287","Spearman's rank correlation rho"
